btcusdc,depth@100ms,2023-05-18,https://drive.google.com/uc?id=1OVKG-ApcfEeYtVmCA5UNzlHP97FwzSgH&export=download
btcusdc,bookTicker,2023-05-18,https://drive.google.com/uc?id=11bueU15NuAmM8j2iCvjwgDb_TExBXGQg&export=download
btcusdc,depth20@100ms,2023-05-18,https://drive.google.com/uc?id=1nFvNkEqReLPHecXWOr-HO2J9S5FBGy5J&export=download
